aligned_key,status,step4_config_id,deepseek_config_id,metric_deltas
"[""gb300"",""primary"",4096,1,0,200,""disagg"",""vllm"",""SOL"",0]",paired,disagg_AA|p_tp=1|p_pp=1|p_dp=4|p_moe_tp=1|p_moe_ep=4|p_cp=1|p_bs=2|p_workers=15|d_tp=1|d_pp=1|d_dp=4|d_moe_tp=1|d_moe_ep=4|d_cp=1|d_bs=1|d_workers=1,disagg_AA|p_tp=1|p_pp=1|p_dp=4|p_moe_tp=1|p_moe_ep=4|p_cp=1|p_bs=1|p_workers=15|d_tp=1|d_pp=1|d_dp=4|d_moe_tp=1|d_moe_ep=4|d_cp=1|d_bs=1|d_workers=1,"{""ranking_metric_value"":{""absolute_delta"":12137.576340641594,""deepseek_value"":28078.79612161628,""polarity"":""higher_is_better"",""relative_delta"":0.4322684023941311,""status"":""computed"",""step4_value"":40216.372462257874},""request_latency"":{""absolute_delta"":54.209,""deepseek_value"":136.758,""polarity"":""lower_is_better"",""relative_delta"":0.3963863174366399,""status"":""computed"",""step4_value"":190.967},""tpot"":{""absolute_delta"":0.0,""deepseek_value"":0.0,""polarity"":""lower_is_better"",""relative_delta"":null,""status"":""zero_baseline_both_zero"",""step4_value"":0.0},""ttft"":{""absolute_delta"":54.209,""deepseek_value"":136.758,""polarity"":""lower_is_better"",""relative_delta"":0.3963863174366399,""status"":""computed"",""step4_value"":190.967}}"
"[""gb300"",""primary"",4096,1,0,2000,""agg"",""vllm"",""SOL"",0]",paired,agg_patternA|tp=1|pp=1|dp=8|moe_tp=1|moe_ep=8|cp=1|bs=934|ctx_tokens=4096,agg_patternA|tp=1|pp=1|dp=8|moe_tp=1|moe_ep=8|cp=1|bs=2842|ctx_tokens=4096,"{""ranking_metric_value"":{""absolute_delta"":-9430674.292069603,""deepseek_value"":17173713.065674055,""polarity"":""higher_is_better"",""relative_delta"":-0.5491342644427404,""status"":""computed"",""step4_value"":7743038.773604454},""request_latency"":{""absolute_delta"":-183.75063379879794,""deepseek_value"":677.828490291194,""polarity"":""lower_is_better"",""relative_delta"":-0.27108720927304036,""status"":""computed"",""step4_value"":494.0778564923961},""tpot"":{""absolute_delta"":-116.67531689939898,""deepseek_value"":290.114245145597,""polarity"":""lower_is_better"",""relative_delta"":-0.40217024448711297,""status"":""computed"",""step4_value"":173.43892824619803},""ttft"":{""absolute_delta"":-183.75063379879794,""deepseek_value"":677.828490291194,""polarity"":""lower_is_better"",""relative_delta"":-0.27108720927304036,""status"":""computed"",""step4_value"":494.0778564923961}}"
"[""gb300"",""primary"",4096,1,0,2000,""disagg"",""vllm"",""SOL"",0]",paired,disagg_AA|p_tp=1|p_pp=1|p_dp=4|p_moe_tp=1|p_moe_ep=4|p_cp=1|p_bs=20|p_workers=15|d_tp=1|d_pp=1|d_dp=4|d_moe_tp=1|d_moe_ep=4|d_cp=1|d_bs=1|d_workers=1,disagg_AA|p_tp=1|p_pp=1|p_dp=4|p_moe_tp=1|p_moe_ep=4|p_cp=1|p_bs=2|p_workers=15|d_tp=1|d_pp=1|d_dp=4|d_moe_tp=1|d_moe_ep=4|d_cp=1|d_bs=1|d_workers=1,"{""ranking_metric_value"":{""absolute_delta"":12134.936117854144,""deepseek_value"":28106.84994675069,""polarity"":""higher_is_better"",""relative_delta"":0.43174301427745054,""status"":""computed"",""step4_value"":40241.786064604836},""request_latency"":{""absolute_delta"":1635.221,""deepseek_value"":273.243,""polarity"":""lower_is_better"",""relative_delta"":5.984493655830159,""status"":""computed"",""step4_value"":1908.464},""tpot"":{""absolute_delta"":0.0,""deepseek_value"":0.0,""polarity"":""lower_is_better"",""relative_delta"":null,""status"":""zero_baseline_both_zero"",""step4_value"":0.0},""ttft"":{""absolute_delta"":1635.221,""deepseek_value"":273.243,""polarity"":""lower_is_better"",""relative_delta"":5.984493655830159,""status"":""computed"",""step4_value"":1908.464}}"
"[""gb300"",""primary"",4096,1,0,500,""agg"",""vllm"",""SOL"",0]",paired,agg_patternA|tp=1|pp=1|dp=8|moe_tp=1|moe_ep=8|cp=1|bs=934|ctx_tokens=4096,agg_patternA|tp=1|pp=1|dp=4|moe_tp=1|moe_ep=4|cp=1|bs=797|ctx_tokens=4096,"{""ranking_metric_value"":{""absolute_delta"":94860.85351693258,""deepseek_value"":7648177.920087521,""polarity"":""higher_is_better"",""relative_delta"":0.012403065737760328,""status"":""computed"",""step4_value"":7743038.773604454},""request_latency"":{""absolute_delta"":67.24259793676839,""deepseek_value"":426.8352585556277,""polarity"":""lower_is_better"",""relative_delta"":0.15753758994585246,""status"":""computed"",""step4_value"":494.0778564923961},""tpot"":{""absolute_delta"":8.821298968384184,""deepseek_value"":164.61762927781385,""polarity"":""lower_is_better"",""relative_delta"":0.05358659948563033,""status"":""computed"",""step4_value"":173.43892824619803},""ttft"":{""absolute_delta"":67.24259793676839,""deepseek_value"":426.8352585556277,""polarity"":""lower_is_better"",""relative_delta"":0.15753758994585246,""status"":""computed"",""step4_value"":494.0778564923961}}"
"[""gb300"",""primary"",4096,1,0,500,""disagg"",""vllm"",""SOL"",0]",paired,disagg_AA|p_tp=1|p_pp=1|p_dp=4|p_moe_tp=1|p_moe_ep=4|p_cp=1|p_bs=5|p_workers=15|d_tp=1|d_pp=1|d_dp=4|d_moe_tp=1|d_moe_ep=4|d_cp=1|d_bs=1|d_workers=1,disagg_AA|p_tp=1|p_pp=1|p_dp=4|p_moe_tp=1|p_moe_ep=4|p_cp=1|p_bs=2|p_workers=15|d_tp=1|d_pp=1|d_dp=4|d_moe_tp=1|d_moe_ep=4|d_cp=1|d_bs=1|d_workers=1,"{""ranking_metric_value"":{""absolute_delta"":12126.587811911544,""deepseek_value"":28106.84994675069,""polarity"":""higher_is_better"",""relative_delta"":0.4314459939440295,""status"":""computed"",""step4_value"":40233.437758662236},""request_latency"":{""absolute_delta"":203.97199999999998,""deepseek_value"":273.243,""polarity"":""lower_is_better"",""relative_delta"":0.7464857288201344,""status"":""computed"",""step4_value"":477.215},""tpot"":{""absolute_delta"":0.0,""deepseek_value"":0.0,""polarity"":""lower_is_better"",""relative_delta"":null,""status"":""zero_baseline_both_zero"",""step4_value"":0.0},""ttft"":{""absolute_delta"":203.97199999999998,""deepseek_value"":273.243,""polarity"":""lower_is_better"",""relative_delta"":0.7464857288201344,""status"":""computed"",""step4_value"":477.215}}"
"[""gb300"",""primary"",4096,1,0,5000,""agg"",""vllm"",""SOL"",0]",paired,agg_patternA|tp=1|pp=1|dp=8|moe_tp=1|moe_ep=8|cp=1|bs=934|ctx_tokens=4096,agg_patternA|tp=1|pp=1|dp=8|moe_tp=1|moe_ep=8|cp=1|bs=2842|ctx_tokens=4096,"{""ranking_metric_value"":{""absolute_delta"":-9430674.292069603,""deepseek_value"":17173713.065674055,""polarity"":""higher_is_better"",""relative_delta"":-0.5491342644427404,""status"":""computed"",""step4_value"":7743038.773604454},""request_latency"":{""absolute_delta"":-183.75063379879794,""deepseek_value"":677.828490291194,""polarity"":""lower_is_better"",""relative_delta"":-0.27108720927304036,""status"":""computed"",""step4_value"":494.0778564923961},""tpot"":{""absolute_delta"":-116.67531689939898,""deepseek_value"":290.114245145597,""polarity"":""lower_is_better"",""relative_delta"":-0.40217024448711297,""status"":""computed"",""step4_value"":173.43892824619803},""ttft"":{""absolute_delta"":-183.75063379879794,""deepseek_value"":677.828490291194,""polarity"":""lower_is_better"",""relative_delta"":-0.27108720927304036,""status"":""computed"",""step4_value"":494.0778564923961}}"
"[""gb300"",""primary"",4096,1,0,5000,""disagg"",""vllm"",""SOL"",0]",paired,disagg_AA|p_tp=1|p_pp=1|p_dp=4|p_moe_tp=1|p_moe_ep=4|p_cp=1|p_bs=52|p_workers=15|d_tp=1|d_pp=1|d_dp=4|d_moe_tp=1|d_moe_ep=4|d_cp=1|d_bs=1|d_workers=1,disagg_AA|p_tp=1|p_pp=1|p_dp=4|p_moe_tp=1|p_moe_ep=4|p_cp=1|p_bs=2|p_workers=15|d_tp=1|d_pp=1|d_dp=4|d_moe_tp=1|d_moe_ep=4|d_cp=1|d_bs=1|d_workers=1,"{""ranking_metric_value"":{""absolute_delta"":12136.642530570018,""deepseek_value"":28106.84994675069,""polarity"":""higher_is_better"",""relative_delta"":0.43180372590892496,""status"":""computed"",""step4_value"":40243.49247732071},""request_latency"":{""absolute_delta"":4688.553,""deepseek_value"":273.243,""polarity"":""lower_is_better"",""relative_delta"":17.158913494581746,""status"":""computed"",""step4_value"":4961.796},""tpot"":{""absolute_delta"":0.0,""deepseek_value"":0.0,""polarity"":""lower_is_better"",""relative_delta"":null,""status"":""zero_baseline_both_zero"",""step4_value"":0.0},""ttft"":{""absolute_delta"":4688.553,""deepseek_value"":273.243,""polarity"":""lower_is_better"",""relative_delta"":17.158913494581746,""status"":""computed"",""step4_value"":4961.796}}"
"[""gb300"",""primary"",65536,1,0,1000,""agg"",""vllm"",""SOL"",0]",unpaired,,agg_patternA|tp=8|pp=1|dp=1|moe_tp=1|moe_ep=8|cp=1|bs=1|ctx_tokens=65536,{}
"[""gb300"",""primary"",65536,1,0,1000,""disagg"",""vllm"",""SOL"",0]",unpaired,,disagg_AA|p_tp=8|p_pp=1|p_dp=1|p_moe_tp=1|p_moe_ep=8|p_cp=1|p_bs=1|p_workers=7|d_tp=1|d_pp=1|d_dp=4|d_moe_tp=1|d_moe_ep=4|d_cp=1|d_bs=1|d_workers=2,{}
"[""gb300"",""primary"",65536,1,0,2000,""agg"",""vllm"",""SOL"",0]",paired,agg_patternA|tp=8|pp=1|dp=1|moe_tp=1|moe_ep=8|cp=1|bs=10|ctx_tokens=65536,agg_patternA|tp=8|pp=1|dp=1|moe_tp=1|moe_ep=8|cp=1|bs=205|ctx_tokens=65536,"{""ranking_metric_value"":{""absolute_delta"":-903382.4130700574,""deepseek_value"":946034.6902756813,""polarity"":""higher_is_better"",""relative_delta"":-0.9549146795101195,""status"":""computed"",""step4_value"":42652.277205623905},""request_latency"":{""absolute_delta"":145.49085274387426,""deepseek_value"":1775.1568914567206,""polarity"":""lower_is_better"",""relative_delta"":0.08195943324450734,""status"":""computed"",""step4_value"":1920.6477442005948},""tpot"":{""absolute_delta"":426.5947537248305,""deepseek_value"":856.9223225215032,""polarity"":""lower_is_better"",""relative_delta"":0.49782196415372965,""status"":""computed"",""step4_value"":1283.5170762463338},""ttft"":{""absolute_delta"":145.49085274387426,""deepseek_value"":1775.1568914567206,""polarity"":""lower_is_better"",""relative_delta"":0.08195943324450734,""status"":""computed"",""step4_value"":1920.6477442005948}}"
"[""gb300"",""primary"",65536,1,0,2000,""disagg"",""vllm"",""SOL"",0]",paired,disagg_AA|p_tp=8|p_pp=1|p_dp=1|p_moe_tp=1|p_moe_ep=8|p_cp=1|p_bs=1|p_workers=7|d_tp=1|d_pp=1|d_dp=4|d_moe_tp=1|d_moe_ep=4|d_cp=1|d_bs=1|d_workers=2,disagg_AA|p_tp=4|p_pp=1|p_dp=2|p_moe_tp=1|p_moe_ep=8|p_cp=1|p_bs=1|p_workers=7|d_tp=1|d_pp=1|d_dp=4|d_moe_tp=1|d_moe_ep=4|d_cp=1|d_bs=1|d_workers=2,"{""ranking_metric_value"":{""absolute_delta"":-5605.946880032665,""deepseek_value"":11209.133692532274,""polarity"":""higher_is_better"",""relative_delta"":-0.5001231168977356,""status"":""computed"",""step4_value"":5603.186812499609},""request_latency"":{""absolute_delta"":0.3149999999998272,""deepseek_value"":1278.957,""polarity"":""lower_is_better"",""relative_delta"":0.0002462944414861697,""status"":""computed"",""step4_value"":1279.272},""tpot"":{""absolute_delta"":0.0,""deepseek_value"":0.0,""polarity"":""lower_is_better"",""relative_delta"":null,""status"":""zero_baseline_both_zero"",""step4_value"":0.0},""ttft"":{""absolute_delta"":0.3149999999998272,""deepseek_value"":1278.957,""polarity"":""lower_is_better"",""relative_delta"":0.0002462944414861697,""status"":""computed"",""step4_value"":1279.272}}"
"[""gb300"",""primary"",65536,1,0,5000,""agg"",""vllm"",""SOL"",0]",paired,agg_patternA|tp=4|pp=1|dp=4|moe_tp=1|moe_ep=16|cp=1|bs=69|ctx_tokens=65536,agg_patternA|tp=8|pp=1|dp=2|moe_tp=1|moe_ep=16|cp=1|bs=358|ctx_tokens=65536,"{""ranking_metric_value"":{""absolute_delta"":-1017813.6642917569,""deepseek_value"":1259391.3052697089,""polarity"":""higher_is_better"",""relative_delta"":-0.8081790465226246,""status"":""computed"",""step4_value"":241577.64097795196},""request_latency"":{""absolute_delta"":2350.945153216433,""deepseek_value"":2328.693224836844,""polarity"":""lower_is_better"",""relative_delta"":1.0095555430583383,""status"":""computed"",""step4_value"":4679.638378053277},""tpot"":{""absolute_delta"":1464.3631248411878,""deepseek_value"":1115.546612418422,""polarity"":""lower_is_better"",""relative_delta"":1.312686631414314,""status"":""computed"",""step4_value"":2579.9097372596098},""ttft"":{""absolute_delta"":2350.945153216433,""deepseek_value"":2328.693224836844,""polarity"":""lower_is_better"",""relative_delta"":1.0095555430583383,""status"":""computed"",""step4_value"":4679.638378053277}}"
"[""gb300"",""primary"",65536,1,0,5000,""disagg"",""vllm"",""SOL"",0]",paired,disagg_AA|p_tp=2|p_pp=1|p_dp=2|p_moe_tp=1|p_moe_ep=4|p_cp=1|p_bs=1|p_workers=15|d_tp=1|d_pp=1|d_dp=4|d_moe_tp=1|d_moe_ep=4|d_cp=1|d_bs=1|d_workers=1,disagg_AA|p_tp=4|p_pp=1|p_dp=2|p_moe_tp=1|p_moe_ep=8|p_cp=1|p_bs=1|p_workers=7|d_tp=1|d_pp=1|d_dp=4|d_moe_tp=1|d_moe_ep=4|d_cp=1|d_bs=1|d_workers=2,"{""ranking_metric_value"":{""absolute_delta"":-3594.7959341913283,""deepseek_value"":11209.133692532274,""polarity"":""higher_is_better"",""relative_delta"":-0.3207023872492703,""status"":""computed"",""step4_value"":7614.337758340946},""request_latency"":{""absolute_delta"":2755.5370000000003,""deepseek_value"":1278.957,""polarity"":""lower_is_better"",""relative_delta"":2.154518877491581,""status"":""computed"",""step4_value"":4034.494},""tpot"":{""absolute_delta"":0.0,""deepseek_value"":0.0,""polarity"":""lower_is_better"",""relative_delta"":null,""status"":""zero_baseline_both_zero"",""step4_value"":0.0},""ttft"":{""absolute_delta"":2755.5370000000003,""deepseek_value"":1278.957,""polarity"":""lower_is_better"",""relative_delta"":2.154518877491581,""status"":""computed"",""step4_value"":4034.494}}"
"[""h100_sxm"",""decode_smoke"",4096,1024,0,1000,""agg"",""vllm"",""SOL"",0]",paired,agg_patternA|tp=8|pp=1|dp=2|moe_tp=1|moe_ep=16|cp=1|bs=152|ctx_tokens=4096,agg_patternA|tp=8|pp=1|dp=2|moe_tp=1|moe_ep=16|cp=1|bs=13|ctx_tokens=4096,"{""ranking_metric_value"":{""absolute_delta"":109.49597095711272,""deepseek_value"":90.89040550002517,""polarity"":""higher_is_better"",""relative_delta"":1.2047032946407352,""status"":""computed"",""step4_value"":200.38637645713789},""request_latency"":{""absolute_delta"":78707.72773789434,""deepseek_value"":18289.884293667714,""polarity"":""lower_is_better"",""relative_delta"":4.303347493846331,""status"":""computed"",""step4_value"":96997.61203156205},""tpot"":{""absolute_delta"":76.98419081973853,""deepseek_value"":16.90552351935205,""polarity"":""lower_is_better"",""relative_delta"":4.553789223481507,""status"":""computed"",""step4_value"":93.88971433909059},""ttft"":{""absolute_delta"":-47.09947069818338,""deepseek_value"":995.5337333705638,""polarity"":""lower_is_better"",""relative_delta"":-0.04731077322585484,""status"":""computed"",""step4_value"":948.4342626723804}}"
"[""h100_sxm"",""decode_smoke"",4096,1024,0,1000,""disagg"",""vllm"",""SOL"",0]",paired,disagg_AA|p_tp=4|p_pp=1|p_dp=2|p_moe_tp=1|p_moe_ep=8|p_cp=1|p_bs=1|p_workers=2|d_tp=1|d_pp=1|d_dp=16|d_moe_tp=1|d_moe_ep=16|d_cp=1|d_bs=106|d_workers=1,disagg_AA|p_tp=4|p_pp=1|p_dp=4|p_moe_tp=1|p_moe_ep=16|p_cp=1|p_bs=1|p_workers=3|d_tp=1|d_pp=1|d_dp=16|d_moe_tp=1|d_moe_ep=16|d_cp=1|d_bs=33|d_workers=1,"{""ranking_metric_value"":{""absolute_delta"":506.68928,""deepseek_value"":184.03199999999998,""polarity"":""higher_is_better"",""relative_delta"":2.753267257868197,""status"":""computed"",""step4_value"":690.72128},""request_latency"":{""absolute_delta"":30393.181999999993,""deepseek_value"":42019.57,""polarity"":""lower_is_better"",""relative_delta"":0.7233101623838605,""status"":""computed"",""step4_value"":72412.752},""tpot"":{""absolute_delta"":30.506,""deepseek_value"":40.157,""polarity"":""lower_is_better"",""relative_delta"":0.7596683019149838,""status"":""computed"",""step4_value"":70.663},""ttft"":{""absolute_delta"":-814.4559999999999,""deepseek_value"":938.959,""polarity"":""lower_is_better"",""relative_delta"":-0.8674031560483471,""status"":""computed"",""step4_value"":124.503}}"
"[""h100_sxm"",""decode_smoke"",4096,1024,0,200,""agg"",""vllm"",""SOL"",0]",unpaired,agg_patternA|tp=8|pp=1|dp=1|moe_tp=1|moe_ep=8|cp=1|bs=3|ctx_tokens=4096,,{}
"[""h100_sxm"",""decode_smoke"",4096,1024,0,200,""disagg"",""vllm"",""SOL"",0]",unpaired,disagg_AA|p_tp=4|p_pp=1|p_dp=2|p_moe_tp=1|p_moe_ep=8|p_cp=1|p_bs=1|p_workers=2|d_tp=1|d_pp=1|d_dp=16|d_moe_tp=1|d_moe_ep=16|d_cp=1|d_bs=106|d_workers=1,,{}
"[""h100_sxm"",""decode_smoke"",4096,1024,0,2000,""agg"",""vllm"",""SOL"",0]",paired,agg_patternA|tp=2|pp=1|dp=8|moe_tp=1|moe_ep=16|cp=1|bs=39|ctx_tokens=4096,agg_patternA|tp=4|pp=1|dp=4|moe_tp=1|moe_ep=16|cp=1|bs=182|ctx_tokens=4096,"{""ranking_metric_value"":{""absolute_delta"":74.50878488739392,""deepseek_value"":204.46675246225885,""polarity"":""higher_is_better"",""relative_delta"":0.3644053812668003,""status"":""computed"",""step4_value"":278.97553734965277},""request_latency"":{""absolute_delta"":-156141.98826522788,""deepseek_value"":227648.25791709928,""polarity"":""lower_is_better"",""relative_delta"":-0.685891426070516,""status"":""computed"",""step4_value"":71506.26965187142},""tpot"":{""absolute_delta"":-152.62800272728467,""deepseek_value"":220.57630377194744,""polarity"":""lower_is_better"",""relative_delta"":-0.6919510396959316,""status"":""computed"",""step4_value"":67.94830104466277},""ttft"":{""absolute_delta"":-3.5414752156525537,""deepseek_value"":1998.6991583970541,""polarity"":""lower_is_better"",""relative_delta"":-0.001771890081993529,""status"":""computed"",""step4_value"":1995.1576831814016}}"
"[""h100_sxm"",""decode_smoke"",4096,1024,0,2000,""disagg"",""vllm"",""SOL"",0]",paired,disagg_AA|p_tp=4|p_pp=1|p_dp=2|p_moe_tp=1|p_moe_ep=8|p_cp=1|p_bs=1|p_workers=2|d_tp=1|d_pp=1|d_dp=16|d_moe_tp=1|d_moe_ep=16|d_cp=1|d_bs=106|d_workers=1,disagg_AA|p_tp=4|p_pp=1|p_dp=4|p_moe_tp=1|p_moe_ep=16|p_cp=1|p_bs=2|p_workers=3|d_tp=1|d_pp=1|d_dp=16|d_moe_tp=1|d_moe_ep=16|d_cp=1|d_bs=33|d_workers=1,"{""ranking_metric_value"":{""absolute_delta"":506.64608,""deepseek_value"":184.07520000000002,""polarity"":""higher_is_better"",""relative_delta"":2.7523864159865092,""status"":""computed"",""step4_value"":690.72128},""request_latency"":{""absolute_delta"":29454.460999999996,""deepseek_value"":42958.291,""polarity"":""lower_is_better"",""relative_delta"":0.6856525321270345,""status"":""computed"",""step4_value"":72412.752},""tpot"":{""absolute_delta"":30.506,""deepseek_value"":40.157,""polarity"":""lower_is_better"",""relative_delta"":0.7596683019149838,""status"":""computed"",""step4_value"":70.663},""ttft"":{""absolute_delta"":-1753.1770000000001,""deepseek_value"":1877.68,""polarity"":""lower_is_better"",""relative_delta"":-0.9336931745558349,""status"":""computed"",""step4_value"":124.503}}"
"[""h100_sxm"",""decode_smoke"",4096,1024,0,500,""agg"",""vllm"",""SOL"",0]",unpaired,agg_patternA|tp=4|pp=1|dp=2|moe_tp=1|moe_ep=8|cp=1|bs=11|ctx_tokens=4096,,{}
"[""h100_sxm"",""decode_smoke"",4096,1024,0,500,""disagg"",""vllm"",""SOL"",0]",unpaired,disagg_AA|p_tp=4|p_pp=1|p_dp=2|p_moe_tp=1|p_moe_ep=8|p_cp=1|p_bs=1|p_workers=2|d_tp=1|d_pp=1|d_dp=16|d_moe_tp=1|d_moe_ep=16|d_cp=1|d_bs=106|d_workers=1,,{}
"[""h100_sxm"",""decode_smoke"",4096,1024,0,5000,""agg"",""vllm"",""SOL"",0]",paired,agg_patternA|tp=1|pp=1|dp=16|moe_tp=1|moe_ep=16|cp=1|bs=101|ctx_tokens=4096,agg_patternA|tp=4|pp=1|dp=4|moe_tp=1|moe_ep=16|cp=1|bs=250|ctx_tokens=4096,"{""ranking_metric_value"":{""absolute_delta"":172.96936938750756,""deepseek_value"":209.09369382095153,""polarity"":""higher_is_better"",""relative_delta"":0.8272337927877562,""status"":""computed"",""step4_value"":382.0630632084591},""request_latency"":{""absolute_delta"":-35349.558559651254,""deepseek_value"":305783.9709635153,""polarity"":""lower_is_better"",""relative_delta"":-0.11560304632144697,""status"":""computed"",""step4_value"":270434.41240386403},""tpot"":{""absolute_delta"":-36.26322376172175,""deepseek_value"":296.86746415446385,""polarity"":""lower_is_better"",""relative_delta"":-0.12215290707254312,""status"":""computed"",""step4_value"":260.6042403927421},""ttft"":{""absolute_delta"":1747.7193485901207,""deepseek_value"":2088.5551334987285,""polarity"":""lower_is_better"",""relative_delta"":0.8368078584846153,""status"":""computed"",""step4_value"":3836.2744820888493}}"
"[""h100_sxm"",""decode_smoke"",4096,1024,0,5000,""disagg"",""vllm"",""SOL"",0]",paired,disagg_AA|p_tp=4|p_pp=1|p_dp=2|p_moe_tp=1|p_moe_ep=8|p_cp=1|p_bs=1|p_workers=2|d_tp=1|d_pp=1|d_dp=16|d_moe_tp=1|d_moe_ep=16|d_cp=1|d_bs=106|d_workers=1,disagg_AA|p_tp=4|p_pp=1|p_dp=4|p_moe_tp=1|p_moe_ep=16|p_cp=1|p_bs=2|p_workers=3|d_tp=1|d_pp=1|d_dp=16|d_moe_tp=1|d_moe_ep=16|d_cp=1|d_bs=33|d_workers=1,"{""ranking_metric_value"":{""absolute_delta"":506.64608,""deepseek_value"":184.07520000000002,""polarity"":""higher_is_better"",""relative_delta"":2.7523864159865092,""status"":""computed"",""step4_value"":690.72128},""request_latency"":{""absolute_delta"":29454.460999999996,""deepseek_value"":42958.291,""polarity"":""lower_is_better"",""relative_delta"":0.6856525321270345,""status"":""computed"",""step4_value"":72412.752},""tpot"":{""absolute_delta"":30.506,""deepseek_value"":40.157,""polarity"":""lower_is_better"",""relative_delta"":0.7596683019149838,""status"":""computed"",""step4_value"":70.663},""ttft"":{""absolute_delta"":-1753.1770000000001,""deepseek_value"":1877.68,""polarity"":""lower_is_better"",""relative_delta"":-0.9336931745558349,""status"":""computed"",""step4_value"":124.503}}"
"[""h100_sxm"",""primary"",16384,1,0,1000,""agg"",""vllm"",""SOL"",0]",unpaired,agg_patternA|tp=8|pp=1|dp=1|moe_tp=1|moe_ep=8|cp=1|bs=3|ctx_tokens=16384,,{}
"[""h100_sxm"",""primary"",16384,1,0,1000,""disagg"",""vllm"",""SOL"",0]",unpaired,disagg_AA|p_tp=4|p_pp=1|p_dp=2|p_moe_tp=1|p_moe_ep=8|p_cp=1|p_bs=1|p_workers=7|d_tp=4|d_pp=1|d_dp=2|d_moe_tp=1|d_moe_ep=8|d_cp=1|d_bs=1|d_workers=1,,{}
"[""h100_sxm"",""primary"",16384,1,0,2000,""agg"",""vllm"",""SOL"",0]",unpaired,agg_patternA|tp=8|pp=1|dp=1|moe_tp=1|moe_ep=8|cp=1|bs=3|ctx_tokens=16384,,{}
"[""h100_sxm"",""primary"",16384,1,0,2000,""disagg"",""vllm"",""SOL"",0]",unpaired,disagg_AA|p_tp=4|p_pp=1|p_dp=2|p_moe_tp=1|p_moe_ep=8|p_cp=1|p_bs=1|p_workers=7|d_tp=4|d_pp=1|d_dp=2|d_moe_tp=1|d_moe_ep=8|d_cp=1|d_bs=1|d_workers=1,,{}
"[""h100_sxm"",""primary"",16384,1,0,500,""agg"",""vllm"",""SOL"",0]",unpaired,agg_patternA|tp=8|pp=1|dp=1|moe_tp=1|moe_ep=8|cp=1|bs=1|ctx_tokens=16384,,{}
"[""h100_sxm"",""primary"",16384,1,0,500,""disagg"",""vllm"",""SOL"",0]",unpaired,disagg_AA|p_tp=8|p_pp=1|p_dp=1|p_moe_tp=1|p_moe_ep=8|p_cp=1|p_bs=1|p_workers=7|d_tp=4|d_pp=1|d_dp=2|d_moe_tp=1|d_moe_ep=8|d_cp=1|d_bs=1|d_workers=1,,{}
"[""h100_sxm"",""primary"",16384,1,0,5000,""agg"",""vllm"",""SOL"",0]",paired,agg_patternA|tp=8|pp=1|dp=4|moe_tp=1|moe_ep=32|cp=1|bs=66|ctx_tokens=16384,agg_patternA|tp=8|pp=1|dp=4|moe_tp=1|moe_ep=32|cp=1|bs=6|ctx_tokens=16384,"{""ranking_metric_value"":{""absolute_delta"":25756.868409765306,""deepseek_value"":2463.76529592741,""polarity"":""higher_is_better"",""relative_delta"":10.454270320448648,""status"":""computed"",""step4_value"":28220.633705692715},""request_latency"":{""absolute_delta"":-197.80114634870733,""deepseek_value"":4987.488061590929,""polarity"":""lower_is_better"",""relative_delta"":-0.039659472645556956,""status"":""computed"",""step4_value"":4789.686915242221},""tpot"":{""absolute_delta"":-1065.9770021349877,""deepseek_value"":3720.6894516640036,""polarity"":""lower_is_better"",""relative_delta"":-0.28649985869104205,""status"":""computed"",""step4_value"":2654.712449529016},""ttft"":{""absolute_delta"":-197.80114634870733,""deepseek_value"":4987.488061590929,""polarity"":""lower_is_better"",""relative_delta"":-0.039659472645556956,""status"":""computed"",""step4_value"":4789.686915242221}}"
"[""h100_sxm"",""primary"",16384,1,0,5000,""disagg"",""vllm"",""SOL"",0]",paired,disagg_AA|p_tp=4|p_pp=1|p_dp=2|p_moe_tp=1|p_moe_ep=8|p_cp=1|p_bs=1|p_workers=7|d_tp=4|d_pp=1|d_dp=2|d_moe_tp=1|d_moe_ep=8|d_cp=1|d_bs=1|d_workers=1,disagg_AA|p_tp=8|p_pp=1|p_dp=4|p_moe_tp=1|p_moe_ep=32|p_cp=1|p_bs=1|p_workers=1|d_tp=1|d_pp=1|d_dp=16|d_moe_tp=1|d_moe_ep=16|d_cp=1|d_bs=1|d_workers=1,"{""ranking_metric_value"":{""absolute_delta"":5269.97261703625,""deepseek_value"":275.40540940331965,""polarity"":""higher_is_better"",""relative_delta"":19.135327183492596,""status"":""computed"",""step4_value"":5545.37802643957},""request_latency"":{""absolute_delta"":-3071.851,""deepseek_value"":3718.155,""polarity"":""lower_is_better"",""relative_delta"":-0.826176154571286,""status"":""computed"",""step4_value"":646.304},""tpot"":{""absolute_delta"":0.0,""deepseek_value"":0.0,""polarity"":""lower_is_better"",""relative_delta"":null,""status"":""zero_baseline_both_zero"",""step4_value"":0.0},""ttft"":{""absolute_delta"":-3071.851,""deepseek_value"":3718.155,""polarity"":""lower_is_better"",""relative_delta"":-0.826176154571286,""status"":""computed"",""step4_value"":646.304}}"
